LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
9TONZ8SZXF,24,145624,155344,586,109,1,15.11,60,0.71,PhD,Unemployed,Married,No,Yes,Education,No,0
Q9SZD9GUWN,62,127019,48661,775,83,2,17.44,48,0.63,High School,Full-time,Married,No,No,Home,Yes,0
0M7YZ1K9YG,48,119009,158859,590,63,3,23.35,60,0.14,Bachelor's,Part-time,Divorced,No,Yes,Other,Yes,0
H9Y9BKNWWN,55,135713,144703,661,59,3,23.73,12,0.39,Bachelor's,Full-time,Divorced,No,No,Education,Yes,0
5IYVHQA94K,23,130275,46883,634,51,2,12.46,36,0.45,Master's,Full-time,Divorced,Yes,No,Auto,No,1
HDCY1ZYIRH,52,25361,86666,423,81,4,5.31,48,0.74,Master's,Self-employed,Divorced,Yes,No,Business,No,0
YS6PDA2UH7,20,149660,224177,748,82,1,15.74,60,0.82,High School,Part-time,Divorced,Yes,No,Education,No,1
84CQTZZ731,40,122433,75920,838,40,4,14.37,36,0.26,Master's,Self-employed,Married,No,Yes,Auto,No,0
9ZSH1U5LXE,59,114641,146795,349,10,2,7.89,36,0.49,Bachelor's,Self-employed,Single,Yes,No,Education,No,0
7B6WJ5HW2U,55,92888,13918,561,62,4,2.56,24,0.56,High School,Full-time,Single,No,Yes,Auto,No,0
56HZZHCNM5,58,139264,62785,314,32,4,22.84,24,0.5,Bachelor's,Full-time,Divorced,No,No,Education,Yes,0
NLNVP1NELD,25,51055,167459,668,3,4,17.33,36,0.36,PhD,Part-time,Married,Yes,Yes,Auto,Yes,0
HV1ASCDZCC,69,146051,117967,443,111,2,11.8,24,0.74,Master's,Part-time,Divorced,No,No,Home,No,0
87E4CQ9IDF,62,88288,192820,479,53,2,8.24,12,0.86,High School,Part-time,Married,No,Yes,Education,No,0
V5DRFPJU4A,19,98211,195895,580,98,3,7.99,24,0.22,PhD,Self-employed,Single,Yes,Yes,Home,No,0
3FQO9EBX8Q,55,90783,35903,304,41,1,20.86,60,0.47,High School,Self-employed,Married,Yes,No,Other,Yes,0
JCHWZ49HZG,37,63338,80001,549,58,4,9.71,48,0.79,Bachelor's,Self-employed,Married,Yes,Yes,Other,Yes,0
KW1K5FZX2U,19,24011,168029,485,34,1,11.95,24,0.8,High School,Part-time,Divorced,Yes,No,Auto,No,0
ILMFCNG07Q,47,115708,236544,390,20,4,23.26,36,0.39,PhD,Self-employed,Single,No,No,Other,Yes,0
18B35EW2XL,54,118412,223002,540,17,4,20.77,24,0.34,Master's,Part-time,Divorced,No,Yes,Other,No,0
Y1R4ZMUDCF,69,145253,29590,697,2,3,23.39,36,0.61,Bachelor's,Self-employed,Married,No,No,Business,Yes,0
U2SCHQY7DM,67,101632,117268,430,90,4,10.57,24,0.58,High School,Part-time,Divorced,Yes,Yes,Other,Yes,0
FS7AVOOE4R,19,106019,141620,402,53,3,22.26,60,0.74,Bachelor's,Full-time,Divorced,Yes,Yes,Education,Yes,0
U66DY0NMKE,24,128025,91352,334,14,1,21.77,24,0.29,Master's,Full-time,Single,No,No,Other,No,0
MJXL9Z0G7O,68,42983,226991,354,46,3,2.59,36,0.7,PhD,Part-time,Divorced,Yes,No,Home,Yes,0
PVQ0HVVYTY,31,143670,53972,511,15,3,19.18,24,0.83,Bachelor's,Part-time,Single,Yes,Yes,Other,Yes,0
FOJGV4B3OJ,43,62674,182614,705,107,4,3.96,48,0.37,Bachelor's,Full-time,Married,Yes,Yes,Business,Yes,0
0V0W89XS6E,61,106360,71287,302,0,3,10.09,48,0.81,High School,Unemployed,Married,Yes,Yes,Auto,Yes,0
DEX1SKCARZ,46,131621,8983,804,105,2,24.66,48,0.76,Bachelor's,Unemployed,Married,Yes,Yes,Business,Yes,0
0JMW3534KY,46,63143,209065,372,115,4,8.7,36,0.36,PhD,Self-employed,Single,Yes,No,Business,Yes,0
CZ9XORIGWY,57,54059,194813,542,99,2,18.61,12,0.59,PhD,Full-time,Divorced,Yes,Yes,Auto,Yes,0
4NFKLRLGCM,45,83617,112804,497,89,2,7.69,36,0.73,High School,Unemployed,Divorced,Yes,No,Education,No,0
HFMJD8S9Z1,69,125020,180013,709,94,1,15.48,60,0.24,Bachelor's,Self-employed,Married,Yes,Yes,Other,No,0
CKEMWVTE6K,22,44527,198227,339,86,4,4.37,36,0.65,Master's,Full-time,Married,Yes,Yes,Home,Yes,0
EQ9P5L7MOQ,41,120287,19644,578,22,2,13.74,36,0.8,Bachelor's,Part-time,Married,Yes,Yes,Auto,Yes,0
2550IZOPXS,33,61477,188345,795,99,2,14.81,36,0.19,PhD,Unemployed,Divorced,Yes,Yes,Education,No,0
KL6FY7VNYN,64,25836,29959,639,24,4,5.55,24,0.75,Bachelor's,Part-time,Single,No,No,Education,No,0
RO52O56A0Q,51,44874,77203,722,99,4,7.66,48,0.86,Bachelor's,Full-time,Single,No,No,Auto,No,0
GK6Q2AN925,68,118982,80817,712,23,2,12.59,12,0.24,PhD,Unemployed,Married,Yes,Yes,Auto,Yes,0
S3YD0FKT0J,33,88308,127563,774,113,1,14.96,60,0.54,PhD,Self-employed,Single,Yes,No,Home,Yes,0
LWZQTRX89P,47,142036,236092,574,81,4,18.31,12,0.45,High School,Unemployed,Divorced,Yes,Yes,Education,No,0
YTAJ6UBJ9E,67,127622,215819,542,61,3,8.73,60,0.36,Master's,Full-time,Divorced,Yes,Yes,Other,Yes,0
PM018KJWWN,67,61826,24439,461,22,3,7.7,36,0.32,Bachelor's,Self-employed,Married,No,Yes,Home,Yes,0
G673I9X0ZJ,65,15045,131301,470,104,1,5.65,24,0.67,Master's,Unemployed,Single,Yes,Yes,Auto,Yes,0
V6MVI8SVJL,25,80411,59516,693,68,4,17.38,48,0.53,High School,Part-time,Divorced,No,Yes,Home,No,0
H2QAK079NJ,37,93658,94508,447,63,3,17.64,12,0.11,Bachelor's,Unemployed,Single,No,No,Auto,No,1
5L2DZRYL14,52,60197,63239,322,16,3,14.05,60,0.43,PhD,Full-time,Divorced,No,Yes,Other,No,0
4ZUH84ZKSW,65,98008,65806,444,73,1,19.75,60,0.85,PhD,Self-employed,Married,No,No,Education,No,0
377TYD2T2G,58,137824,176163,455,116,4,17.56,12,0.45,High School,Self-employed,Married,No,Yes,Auto,No,0
EP9WBYB0RM,51,71547,134143,774,33,1,3.92,24,0.18,Bachelor's,Full-time,Single,Yes,No,Auto,No,0
3Q4TL7U334,24,88400,238653,320,77,2,8.44,36,0.81,PhD,Part-time,Single,Yes,No,Education,No,0
QQI4DMKQ3S,20,124762,25369,620,80,1,21.58,36,0.58,Master's,Full-time,Single,No,No,Education,No,0
YLQ52FNGF7,66,119572,54840,593,66,3,8.72,36,0.13,High School,Full-time,Single,No,No,Home,Yes,0
YBANY1QW87,18,133632,148734,456,37,2,24.78,24,0.87,Master's,Unemployed,Single,Yes,Yes,Education,No,0
JJ2YEEZ1XS,29,105214,101472,329,24,3,11.05,24,0.21,Bachelor's,Unemployed,Single,Yes,Yes,Education,No,0
YMEWCHPUDP,68,34282,179016,521,41,3,5.03,60,0.59,Bachelor's,Self-employed,Divorced,Yes,Yes,Business,No,0
SWW064NJC0,61,120905,199796,316,33,3,21.0,12,0.28,High School,Part-time,Divorced,Yes,Yes,Home,Yes,0
UOQRL9DR81,68,51290,31520,671,46,4,13.51,60,0.44,Bachelor's,Full-time,Divorced,Yes,Yes,Auto,No,0
0Q0CSHYCWG,19,56217,168589,839,89,2,14.42,60,0.23,Bachelor's,Full-time,Single,Yes,No,Education,Yes,0
5ZCCHHONFB,55,18669,143560,423,15,3,8.65,24,0.25,PhD,Unemployed,Divorced,No,Yes,Other,Yes,0
JB9ZIJJW51,46,71994,119336,794,78,4,20.21,24,0.8,High School,Part-time,Single,No,Yes,Other,Yes,0
6XTX1TCCW8,29,125350,121935,747,93,2,11.08,24,0.38,Bachelor's,Unemployed,Divorced,No,Yes,Business,Yes,1
B23UN0URX9,57,125069,135669,578,0,3,8.81,48,0.35,Bachelor's,Unemployed,Divorced,Yes,No,Other,No,0
YVRBJYWAAB,36,63927,103597,517,107,2,9.38,24,0.88,Master's,Full-time,Divorced,No,Yes,Other,Yes,0
454YKYRBY2,69,119256,148130,692,64,2,15.78,60,0.47,High School,Unemployed,Divorced,Yes,No,Home,No,0
2PUSKWCJL4,30,62583,231215,817,1,3,6.28,12,0.78,High School,Full-time,Divorced,No,Yes,Education,No,0
XHKK7JQFX8,55,22538,5278,562,54,4,22.87,12,0.36,Master's,Part-time,Married,Yes,Yes,Education,Yes,0
K8OAQGZBNT,66,76401,35161,581,86,4,8.51,12,0.86,Bachelor's,Part-time,Married,No,No,Home,No,0
C6XQ1ZXVW6,34,67021,123008,371,67,3,6.45,24,0.34,High School,Part-time,Single,Yes,No,Other,No,1
OUWLXS59CF,67,31478,239225,433,38,4,21.56,48,0.68,Master's,Self-employed,Single,Yes,Yes,Education,No,0
LQLHMGVC24,61,17732,160063,412,96,3,10.2,12,0.74,PhD,Full-time,Single,Yes,No,Home,No,0
NUMW5JNPJU,38,68842,166402,565,75,4,24.8,12,0.35,Master's,Unemployed,Single,No,Yes,Auto,Yes,1
O0T3W8TKDL,25,56301,128979,574,4,4,15.18,24,0.27,High School,Unemployed,Single,No,No,Home,No,0
DBYB5U8VCW,28,15904,214670,753,65,1,3.61,24,0.89,PhD,Part-time,Single,No,Yes,Auto,No,0
K7FUUOWXD5,36,62933,15677,729,38,3,19.64,60,0.54,High School,Part-time,Single,No,No,Other,No,0
RR2B9S9EHL,64,147863,101461,740,7,1,9.83,48,0.3,Bachelor's,Unemployed,Divorced,Yes,No,Education,Yes,0
L1SVG6J7OP,37,68151,11651,370,30,4,24.1,12,0.41,Bachelor's,Self-employed,Single,Yes,No,Education,No,1
LQQZ1RIMWV,42,46295,108557,364,54,4,9.23,48,0.53,PhD,Part-time,Single,Yes,No,Auto,Yes,0
E1Q30TEUUD,26,47578,28441,330,51,2,24.51,60,0.33,PhD,Unemployed,Divorced,Yes,No,Other,No,0
3ZXDORVKB8,39,77635,249397,354,85,3,19.69,36,0.17,Master's,Unemployed,Single,No,Yes,Other,Yes,1
Z98G31QLHF,18,65992,108561,350,82,3,2.36,60,0.52,High School,Unemployed,Single,No,Yes,Business,Yes,0
H0OKMAQ9EW,34,136353,190982,405,96,3,6.18,60,0.36,High School,Full-time,Married,No,Yes,Home,Yes,0
EZTYIEWEFI,54,48839,239172,401,42,2,16.76,36,0.31,Bachelor's,Unemployed,Married,Yes,Yes,Other,No,0
RVA3MZFPQA,37,110938,104428,352,66,1,12.9,24,0.84,High School,Self-employed,Divorced,No,No,Other,Yes,0
3TAX1CON67,30,100967,163575,430,85,3,7.29,24,0.36,Bachelor's,Unemployed,Married,Yes,Yes,Education,Yes,0
CJUIPEDK07,36,61475,119596,303,113,3,18.65,60,0.12,High School,Self-employed,Divorced,No,No,Home,No,0
PM7SQ8CO7P,23,20168,249797,558,96,4,16.1,60,0.79,High School,Part-time,Married,Yes,Yes,Auto,No,0
6RWW4ZK80Z,57,80451,67735,425,23,2,14.1,60,0.59,Master's,Unemployed,Married,No,No,Education,No,0
3LKPKOOAIQ,47,48608,91658,670,116,4,2.18,24,0.19,Bachelor's,Part-time,Single,Yes,Yes,Auto,No,0
7EB7VY8DAZ,59,31889,184039,383,79,4,9.63,48,0.34,High School,Unemployed,Divorced,Yes,Yes,Auto,No,0
0RGDOAEVAA,48,61582,21267,771,104,4,4.61,60,0.21,High School,Self-employed,Married,Yes,No,Education,No,0
VJ5X1239XE,45,15099,16529,608,31,1,13.04,60,0.47,PhD,Self-employed,Single,No,Yes,Home,Yes,0
BC9J0GLBON,34,145562,33629,828,39,4,4.59,24,0.27,Bachelor's,Part-time,Married,Yes,Yes,Business,No,0
MWXQB4SDZE,47,73167,215991,474,69,4,14.97,12,0.53,Bachelor's,Unemployed,Married,Yes,Yes,Business,No,0
94UCWLNPSH,19,35334,180909,325,63,1,19.79,60,0.84,PhD,Part-time,Single,Yes,Yes,Auto,No,1
GH61BRTFN3,62,139255,202811,396,18,4,10.56,36,0.82,High School,Self-employed,Divorced,No,No,Home,Yes,0
NZHEOY9H7T,66,97163,113016,847,104,4,9.11,12,0.4,Master's,Part-time,Married,Yes,Yes,Business,Yes,0
5KDPW2YBW6,61,50182,169070,375,82,4,4.87,60,0.66,Master's,Part-time,Married,No,Yes,Auto,Yes,0
VJNKF1JG7D,42,44959,43351,670,11,3,6.79,60,0.87,PhD,Self-employed,Married,Yes,No,Other,Yes,0
C4HSAQVASZ,53,34262,148251,308,78,1,22.07,60,0.16,Master's,Full-time,Divorced,No,Yes,Auto,No,0
B6QVQSLV8E,50,148273,63693,355,106,4,20.16,36,0.81,Bachelor's,Self-employed,Married,No,Yes,Auto,No,0
7DZEUNTW6J,39,28948,150642,383,99,2,18.0,12,0.67,PhD,Self-employed,Single,Yes,Yes,Business,No,0
HBCV03XYTN,19,78139,98554,684,108,1,8.93,24,0.2,PhD,Unemployed,Divorced,No,Yes,Home,Yes,0
M489G74ZDH,51,108213,210385,729,30,4,21.24,48,0.33,High School,Full-time,Married,Yes,No,Business,No,0
8FYA1V4XB4,42,88853,80827,630,13,3,20.96,12,0.28,Bachelor's,Part-time,Single,Yes,No,Home,No,0
AN0Q9MOOOK,33,147153,178263,818,9,3,8.22,60,0.71,PhD,Unemployed,Married,No,Yes,Education,No,0
H3PC3561RF,51,71109,51303,331,118,4,24.4,60,0.61,Master's,Full-time,Married,Yes,Yes,Business,Yes,0
P9LOEUYOEW,28,104072,60998,825,29,2,2.76,48,0.12,High School,Full-time,Married,No,Yes,Education,No,0
NML2WEXLKI,23,43708,22565,670,12,4,15.2,36,0.52,Bachelor's,Full-time,Married,Yes,Yes,Education,No,1
UIWXBIIJ0N,24,134916,181881,723,107,3,4.28,24,0.28,PhD,Unemployed,Divorced,Yes,Yes,Business,Yes,0
VMQ2KWQIFO,42,81107,27179,716,106,2,15.86,12,0.83,Master's,Unemployed,Single,Yes,No,Business,No,0
I4T0BK83IC,41,17802,180254,740,82,2,12.8,24,0.86,Master's,Unemployed,Divorced,Yes,Yes,Business,No,0
LCCTJJJB5K,22,116214,64599,740,82,4,2.21,24,0.38,PhD,Self-employed,Married,Yes,Yes,Other,Yes,0
DGG6ZZA1AL,66,144298,202930,597,64,1,22.79,36,0.28,Bachelor's,Unemployed,Single,Yes,Yes,Business,No,0
R1RV6YJAUO,55,56893,228495,424,15,1,21.82,60,0.33,Bachelor's,Part-time,Married,Yes,Yes,Other,Yes,0
QDPWNSXASK,52,125545,56660,522,73,4,3.03,60,0.75,High School,Part-time,Married,No,Yes,Home,No,0
9OB6IGQR3D,56,81859,134916,657,42,2,16.26,60,0.53,High School,Full-time,Single,Yes,Yes,Auto,No,0
TP3A6112C9,68,135241,163797,400,44,1,24.17,60,0.2,High School,Part-time,Single,No,No,Other,Yes,0
5TPBKDX73I,53,60879,62921,409,76,3,16.52,60,0.81,High School,Unemployed,Married,No,Yes,Other,Yes,0
VV1WQC0WNR,22,89857,86610,364,80,1,9.84,48,0.34,Master's,Full-time,Single,Yes,No,Home,Yes,0
H8R00M89XY,69,41772,86882,336,32,4,24.15,36,0.84,Master's,Full-time,Divorced,No,No,Education,No,0
8ZBH130GPA,25,40493,15746,403,59,3,13.05,48,0.39,Bachelor's,Unemployed,Single,Yes,Yes,Other,Yes,1
HC1E28OSJ9,26,111907,131935,623,45,3,15.36,36,0.18,High School,Full-time,Married,No,No,Business,Yes,0
KIZ3V4CIFF,49,123644,198020,623,69,2,15.11,60,0.24,Bachelor's,Full-time,Married,Yes,Yes,Auto,Yes,0
YZNJ0ELAV2,18,106937,141691,483,89,1,8.14,36,0.81,High School,Full-time,Married,Yes,Yes,Business,No,1
O320RT6GFN,45,55309,12008,849,95,1,20.34,36,0.14,Bachelor's,Unemployed,Single,Yes,Yes,Auto,Yes,0
K0O1BPNH1S,18,100686,58926,811,80,2,10.14,36,0.49,Master's,Part-time,Married,No,No,Business,No,0
B5BGX95C53,44,26073,148858,416,118,2,19.02,12,0.73,High School,Self-employed,Married,Yes,No,Education,Yes,0
OGJO8A4DO9,26,106716,155838,586,15,3,10.55,60,0.19,High School,Part-time,Married,No,No,Auto,No,0
SK96U4R3HD,22,122954,56292,306,91,4,23.52,60,0.55,Master's,Self-employed,Married,No,No,Auto,No,0
3TJ6C1VSRR,19,55198,94932,396,14,4,19.52,36,0.79,Master's,Unemployed,Single,Yes,No,Education,No,1
H0HUD942QO,21,108702,192875,816,19,4,8.93,36,0.62,Bachelor's,Unemployed,Divorced,No,No,Other,Yes,0
6PQK826Z0V,42,127246,11929,323,91,3,19.88,12,0.76,Bachelor's,Full-time,Divorced,Yes,Yes,Auto,Yes,0
2D1W61CLTJ,40,37224,35921,403,92,3,21.22,12,0.74,PhD,Self-employed,Married,Yes,No,Auto,Yes,0
7LQ9MQZXVS,59,127384,107360,838,13,4,16.06,60,0.37,Master's,Part-time,Single,Yes,Yes,Business,No,0
CVWY00ZKHD,66,82926,14245,334,56,4,18.97,48,0.61,PhD,Self-employed,Married,No,No,Home,No,0
CCGOCWAR1Z,56,101218,100302,367,83,2,17.05,12,0.16,Bachelor's,Part-time,Single,Yes,Yes,Other,Yes,0
JP7GBC6QL0,27,107302,63071,632,75,2,4.53,36,0.3,High School,Self-employed,Single,No,Yes,Business,Yes,0
QUU1693L9S,55,48342,120630,312,75,4,22.6,48,0.86,PhD,Unemployed,Single,Yes,Yes,Home,No,0
G2ZTKCDML0,36,98297,48565,684,80,3,12.24,48,0.71,High School,Full-time,Single,Yes,Yes,Home,No,0
PQHZ2ZS8V2,28,132654,85372,695,46,4,15.56,60,0.44,High School,Self-employed,Married,No,No,Business,Yes,1
NAT50QKCTN,28,125748,242658,738,51,4,4.96,60,0.56,Master's,Full-time,Single,No,No,Business,No,0
P87CWURJMG,61,142171,165078,828,34,1,12.19,12,0.81,Bachelor's,Unemployed,Divorced,No,No,Other,Yes,0
KHMWR13V7J,60,116176,122057,517,106,3,24.1,36,0.73,High School,Self-employed,Married,Yes,No,Auto,No,0
240O6I56PB,53,111233,40770,390,64,2,5.33,12,0.48,PhD,Self-employed,Divorced,No,Yes,Business,Yes,0
69YNWHRVAD,23,60830,97420,629,53,1,20.4,24,0.31,PhD,Unemployed,Divorced,Yes,No,Other,Yes,0
HXVVGZORAX,34,59958,214696,608,77,1,20.77,12,0.69,Bachelor's,Unemployed,Single,No,No,Home,Yes,1
1LRUQD7NGM,56,73946,202334,640,51,2,22.22,12,0.51,PhD,Part-time,Divorced,Yes,No,Auto,Yes,0
FP4JQRH6D1,59,109819,248686,648,38,1,6.91,36,0.85,PhD,Unemployed,Married,Yes,No,Education,Yes,0
VCP3BU84HL,43,19685,219247,307,72,2,9.89,60,0.1,PhD,Unemployed,Married,No,Yes,Education,Yes,0
QA3CQCUQ5I,18,69143,244017,822,53,4,5.2,12,0.29,PhD,Unemployed,Divorced,Yes,No,Auto,No,0
YZCY9BQTHR,67,138796,167788,410,85,3,21.84,36,0.42,Master's,Part-time,Single,No,No,Other,No,0
GA5O30P9YJ,30,146530,88172,569,3,2,8.95,60,0.21,Bachelor's,Self-employed,Married,No,No,Education,Yes,0
B23XCWXQJO,34,63678,104518,680,118,1,15.76,36,0.63,High School,Full-time,Single,Yes,Yes,Auto,No,0
DMD3SEDPPC,67,55283,30462,459,98,1,8.26,12,0.49,Master's,Full-time,Married,No,No,Education,Yes,0
OAX14ROO8X,36,79149,172397,312,59,1,16.13,60,0.47,Bachelor's,Part-time,Single,No,No,Home,No,0
HHM4PU42SK,44,29240,98740,651,106,1,18.17,12,0.43,Bachelor's,Self-employed,Single,No,Yes,Home,No,0
BVT91L9FXC,56,106956,12249,455,39,1,16.06,60,0.36,Master's,Full-time,Married,Yes,Yes,Business,No,0
BF3S32IKKG,67,85434,249502,483,53,4,22.67,36,0.78,High School,Self-employed,Divorced,Yes,Yes,Auto,Yes,0
9ZA7XZZYKY,33,31754,139920,657,106,3,19.6,36,0.62,High School,Self-employed,Married,No,No,Education,No,0
FZJNGQQMOU,46,19229,234161,534,18,3,3.82,12,0.35,High School,Part-time,Single,Yes,No,Business,Yes,0
LKV5BIQHW7,49,88703,214887,727,86,3,21.89,60,0.7,High School,Part-time,Divorced,No,No,Education,Yes,0
9Q7819XB6T,31,29533,176579,692,48,3,14.38,12,0.32,High School,Unemployed,Married,Yes,Yes,Other,Yes,1
DFXKDRZ71J,42,17456,10983,458,42,1,11.0,48,0.42,Master's,Unemployed,Single,No,Yes,Other,No,0
C3IBO5LSCO,23,125140,94066,775,108,1,13.19,48,0.35,Bachelor's,Part-time,Single,Yes,Yes,Auto,Yes,0
FI1RHQ1AL2,51,19898,100125,555,50,1,13.58,60,0.87,Bachelor's,Self-employed,Married,Yes,Yes,Business,No,0
BYKZLEECNX,54,24870,128461,343,84,3,21.89,36,0.77,Bachelor's,Unemployed,Single,No,No,Home,Yes,0
SUMI4XA2FA,41,37488,148589,410,11,2,7.45,60,0.61,PhD,Self-employed,Divorced,Yes,No,Education,No,0
2BIJNA3RBQ,23,102909,115322,430,22,4,11.17,60,0.8,PhD,Part-time,Married,No,No,Other,Yes,0
C11Y4TH6IN,20,50063,59054,760,1,3,7.59,24,0.35,PhD,Self-employed,Single,Yes,No,Business,No,0
UTPOZU6MJH,25,19147,35843,843,48,2,2.31,36,0.6,Bachelor's,Self-employed,Single,Yes,No,Other,Yes,0
1NS79X3UID,18,25512,27000,818,54,1,9.31,36,0.79,Bachelor's,Unemployed,Married,No,No,Business,No,0
2VRCGE3M96,49,60003,57534,567,54,1,24.32,60,0.13,PhD,Part-time,Single,Yes,No,Home,No,0
17LNH7JT6S,43,71226,46217,302,87,3,23.94,24,0.39,Bachelor's,Part-time,Divorced,Yes,Yes,Home,No,1
TL0C9L938D,30,71227,87086,598,74,4,19.68,24,0.66,High School,Part-time,Single,Yes,Yes,Auto,No,1
DDNQIWSLI5,20,34862,159368,757,1,4,23.16,48,0.64,High School,Part-time,Married,Yes,No,Home,No,1
NVTOJ2KSS2,32,66889,239333,673,67,1,4.2,24,0.79,Master's,Unemployed,Married,No,No,Education,No,0
FABB70IADB,34,129070,208862,318,56,2,16.41,48,0.5,PhD,Part-time,Married,No,No,Home,Yes,0
7K1WI6O76U,38,146892,224193,455,111,1,23.53,36,0.8,High School,Unemployed,Married,No,Yes,Auto,Yes,0
7KX6SYJC4B,20,65541,247259,438,116,1,24.46,60,0.5,PhD,Unemployed,Single,No,Yes,Home,No,0
AAIFBNUKB9,51,82793,75896,651,103,2,17.35,48,0.7,Bachelor's,Unemployed,Divorced,Yes,Yes,Business,No,0
GZ9Q3G0088,54,58972,167790,740,20,1,8.74,12,0.18,PhD,Unemployed,Married,Yes,Yes,Home,No,0
XS734Q1RLJ,65,149723,207147,722,38,2,17.18,12,0.41,PhD,Full-time,Single,Yes,No,Home,No,0
SDJREJBH24,41,52125,199379,495,69,3,2.11,60,0.57,PhD,Unemployed,Divorced,Yes,Yes,Other,Yes,0
EFBS0FVOJL,68,66693,136410,812,87,2,9.85,12,0.11,Master's,Full-time,Married,No,No,Business,No,0
5URT79JIGY,33,99194,229062,698,14,4,8.3,48,0.32,Bachelor's,Self-employed,Married,Yes,No,Business,Yes,0
FUHPFID4C8,26,36497,167482,642,109,4,20.82,60,0.75,Bachelor's,Unemployed,Single,Yes,Yes,Other,Yes,0
K3T7LKX85L,18,32534,22855,710,79,2,20.47,48,0.15,PhD,Part-time,Single,No,No,Auto,No,0
TMPNCAN869,56,65907,77173,470,72,3,14.27,48,0.68,Master's,Unemployed,Single,Yes,Yes,Business,Yes,0
PN886QOXDH,29,136269,37003,662,54,3,20.17,12,0.76,Bachelor's,Part-time,Divorced,Yes,No,Business,No,0
MV7MZAFW5C,30,122290,189735,763,23,4,23.37,24,0.59,PhD,Self-employed,Married,Yes,No,Education,No,1
028GGB37WE,27,49784,15259,436,29,4,22.01,36,0.44,PhD,Part-time,Divorced,No,No,Education,Yes,1
F1YP08PJN2,29,19861,228774,558,30,2,5.45,48,0.32,High School,Unemployed,Single,No,Yes,Auto,Yes,0
40V231PFKN,64,67638,196075,437,118,3,9.7,60,0.49,High School,Part-time,Single,No,Yes,Business,Yes,0
UZ1APIJG01,18,145708,177706,565,17,2,23.32,24,0.2,High School,Full-time,Married,No,Yes,Education,Yes,0
M4JO374CVA,68,76477,121705,812,75,4,12.88,48,0.32,High School,Part-time,Married,Yes,No,Home,No,0
G1YLDWXQ1A,61,16598,49333,426,105,4,12.3,60,0.67,High School,Unemployed,Married,Yes,No,Education,No,1
B4L0RII4RL,32,66149,222955,470,108,4,11.41,12,0.68,Master's,Self-employed,Married,No,Yes,Home,Yes,0
4NQJY44AAS,26,70775,214907,712,33,1,15.24,12,0.46,Bachelor's,Unemployed,Divorced,No,Yes,Business,No,0
BF6W1KZONR,18,65397,37648,566,35,2,20.78,24,0.43,PhD,Part-time,Married,Yes,Yes,Education,Yes,0
90UONB9YCA,49,65179,40791,721,26,3,15.39,12,0.37,PhD,Full-time,Single,No,Yes,Home,No,0
WTVOPXE59V,50,31356,25888,360,118,2,22.82,12,0.7,High School,Full-time,Divorced,Yes,No,Business,Yes,0
CL7BFZZ7JZ,66,137083,9300,505,25,2,22.27,36,0.39,Bachelor's,Part-time,Married,No,Yes,Education,No,0
99R17Z4P84,40,77231,208494,342,58,2,15.36,60,0.28,High School,Full-time,Married,Yes,Yes,Business,No,0
H8D5TMH5TF,31,81352,202451,331,66,1,10.42,60,0.23,Bachelor's,Unemployed,Single,Yes,Yes,Education,No,0
C8F2ZQSVKC,23,77715,235604,695,43,3,18.46,12,0.2,PhD,Unemployed,Divorced,Yes,Yes,Auto,Yes,1
NZAXPFGDW7,20,106512,171877,782,9,1,4.65,48,0.42,Bachelor's,Full-time,Married,No,Yes,Home,Yes,0
50CJED4R07,26,49391,9753,674,60,1,6.68,36,0.61,PhD,Unemployed,Divorced,Yes,No,Auto,Yes,0
63JBTI48BQ,62,20785,67711,501,46,1,18.92,12,0.14,PhD,Unemployed,Divorced,No,Yes,Education,No,0
1DZ7PFATM0,65,114681,25883,473,73,4,13.97,24,0.7,Bachelor's,Unemployed,Divorced,No,No,Education,No,0
QB0VHSUG9T,61,134759,73789,829,11,1,24.68,48,0.76,High School,Unemployed,Divorced,Yes,No,Other,Yes,0
KFAQ3N15D1,28,107383,202516,519,37,1,18.43,12,0.51,High School,Part-time,Married,No,Yes,Business,Yes,1
TFCD11K4P2,18,117003,45974,363,3,2,21.79,12,0.57,PhD,Self-employed,Divorced,Yes,Yes,Other,Yes,0
QDGIPRB6CX,54,125644,69435,383,5,2,23.15,24,0.12,PhD,Full-time,Divorced,No,No,Home,No,0
5SU8AUGURP,24,139132,212681,553,66,1,12.94,48,0.23,PhD,Self-employed,Single,Yes,No,Home,No,0
QB74SOUUMG,56,49841,210003,529,61,4,10.64,36,0.67,Master's,Part-time,Divorced,Yes,No,Business,Yes,1
F4BUBYM2S3,48,67284,242376,817,109,3,8.25,36,0.82,High School,Unemployed,Single,No,No,Auto,No,0
VEZEDCAOPU,54,104250,222933,539,37,1,17.04,48,0.57,Master's,Part-time,Single,No,Yes,Home,Yes,0
9A314JK90S,35,99307,217095,398,118,4,16.63,12,0.3,PhD,Unemployed,Single,Yes,Yes,Home,No,0
EBIQAE01B1,36,23278,68187,510,26,3,16.0,36,0.18,Bachelor's,Self-employed,Single,Yes,No,Home,No,0
T5SRLJB66E,61,104412,5426,526,81,4,11.76,36,0.42,High School,Part-time,Divorced,Yes,Yes,Other,No,0
